X,Y,Pressure,Duration,Orientation,Size
0.5,0.5,0.5,0.005988023952095809,0,0
0.5,0.5,0.5,0.029940119760479042,0,0
0.11589785248677748,0.516808769957037,0.5,0.005988023952095809,0.3078783957865698,0.0018729274442734118
0.4906595440620372,0.5020910302969218,0.5,0.005988023952095809,0.008430319495197198,0.0019242119025615915
0.5,0.5,0.5,0.03592814371257485,0,0.0019242119025615915
0.8919176564485927,0.4753900607334504,0.5,0.005988023952095809,0.315908430473234,0.0038459887385069893
0.5,0.5,0.5,0.005988023952095809,0,0.0038459887385069893
0.47502858109026735,0.5149589826914321,0.5,0.005988023952095809,0.034575235929579326,0.004056321484003132
0.5,0.5,0.5,0.2155688622754491,0,0.004056321484003132
0.5,0.5,0.5,0.15568862275449102,0,0.004056321484003132
0.5,0.5,0.5,0.3772455089820359,0,0.004056321484003132
0.5657644283163876,0.5588708351082167,0.5,0.005988023952095809,0.12298472164655953,0.004804478755024665
0.5,0.5,0.5,0.23952095808383234,0,0.004804478755024665
0.3576057587263263,0.6651117624490231,0.5,0.005988023952095809,0.3320228236715399,0.0068242848443439905
0.5408466205387827,0.44101359372170074,0.5,0.005988023952095809,0.11612609485113526,0.007530718790406782
0.23193265274286645,0.13997406641273724,0.5,0.005988023952095809,0.7131189509931418,0.011868860318441804
0.5,0.5,0.5,0.19760479041916168,0,0.011868860318441804
0.5,0.5,0.5,0.005988023952095809,0,0.011868860318441804
0.5518490398723628,0.4712884041890255,0.5,0.005988023952095809,0.06820965960529403,0.012283802533250095
0.5,0.5,0.5,0.31137724550898205,0,0.012283802533250095
0.5,0.5,0.5,0.017964071856287425,0,0.012283802533250095
0.605413635972814,0.8538683829835191,0.5,0.005988023952095809,0.6739635543148795,0.016383748663252165
0.5,0.47668849850087547,0.5,0.31736526946107785,0.0008311622243043085,0.016651729293844925
0.5531833776494598,0.4101540655738375,0.5,0.005988023952095809,0.17499601527311076,0.01771628869174015
0.4879908502081865,0.40373170816320314,0.5,0.005988023952095809,0.18216937527922156,0.01882448604217431
0.5,0.5,0.5,0.2634730538922156,0,0.01882448604217431
0.5123904048421185,0.35716582724673074,0.5,0.005988023952095809,0.27009355179183747,0.02046755561962818
0.5,0.5,0.5,0.005988023952095809,0,0.02046755561962818
0.5,0.5,0.5,0.3712574850299401,0,0.02046755561962818
0.5198246038282132,0.710069159932234,0.5,0.005988023952095809,0.39728090782375586,0.022884348501272217
0.5024430933970474,0.49104270592871907,0.5,0.2155688622754491,0.00047328462092517367,0.022987997862949156
0.4321737699361837,0.5757901683539695,0.5,0.005988023952095809,0.153089081894648,0.02391929004461257
0.5794891343362893,0.56900433951209,0.5,0.005988023952095809,0.14498193010387045,0.02480126370541957
0.4849409196036876,0.5390863741292258,0.5,0.005988023952095809,0.07483072894901328,0.025256484103608045
0.41383910357959863,0.5098922304894954,0.5,0.005988023952095809,0.07119206033818125,0.025689569261405806
0.4674037362793634,0.5641788612245312,0.5,0.005988023952095809,0.12403159267702779,0.02644409499968718
0.6122760072824216,0.5253337610096834,0.5,0.005988023952095809,0.10151237748967713,0.027061628806332255
0.4862752573807846,0.4890622688384786,0.5,0.005988023952095809,0.02338679854807682,0.02720389853825833
0.5,0.5,0.5,0.005988023952095809,0,0.02720389853825833
0.5002129828434221,0.48971033925835855,0.5,0.2694610778443114,0.0004321121929138953,0.027322189284957426
0.5295239594982113,0.5187342477448692,0.5,0.005988023952095809,0.042513218312157014,0.02758081143711526
0.4748379718647717,0.5221972001227702,0.5,0.005988023952095809,0.04649630683968827,0.027863664051423993
0.5,0.5,0.5,0.10179640718562874,0,0.027863664051423993
0.49904691727320805,0.4992761782568662,0.5,0.20359281437125748,0.00004602056303622361,0.027873182640605617
0.49288967062786226,0.4946313021800803,0.5,0.1317365269461078,0.0005282541054079113,0.02794388066863353
0.490147977155477,0.4840457624117589,0.5,0.11377245508982035,0.0016397394114037389,0.028133407269898766
0.49790018529043023,0.4314081703597046,0.5,0.005988023952095809,0.12962836046970663,0.028921980022006338
0.4774121296914613,0.5736152278151053,0.5,0.2754491017964072,0.003049371074131364,0.029775295938715782
0.7799268310181415,0.07895033548066538,0.5,0.005988023952095809,0.826362873737027,0.0348023381941381
0.5,0.5,0.5,0.49700598802395207,0,0.0348023381941381
0.2779260151645413,0.763069001604431,0.5,0.005988023952095809,0.5277085973954219,0.03801256641465304
0.5,0.5,0.5,0.08383233532934131,0,0.03801256641465304
