X,Y,Pressure,Duration,Orientation,Size
0.4742249539629947,0.44259950241325985,0.5,0.12878787878787878,0.006847449248946991,0.48808313679617865
0.4911749422776342,0.485724151197231,0.5,0.13636363636363635,0.0016307859927163697,0.49046776860810104
0.5,0.5,0.5,0.007575757575757576,0,0.49046776860810104
0.5271155889338808,0.3986595478919604,0.5,0.007575757575757576,0.20342917746101544,0.5069936677830109
0.5044097732708567,0.5071673624942369,0.5,0.1590909090909091,0.000701599480168455,0.5081905747887709
0.5079858665150608,0.5239228479028329,0.5,0.06818181818181818,0.005352641239344403,0.5121040492220066
0.5013908065219229,0.5296719713645349,0.5,0.12121212121212122,0.003702152888465039,0.5169160555332722
0.5009539315022401,0.5378519113254284,0.5,0.12878787878787878,0.00444439288356109,0.5230538624264126
0.5079049184593888,0.5416205182246022,0.5,0.12878787878787878,0.004900750364786296,0.5298219093022423
0.5074483813703862,0.5207823974674877,0.5,0.12121212121212122,0.0026191163603216687,0.53322619995028
0.5,0.5,0.5,0.7348484848484849,0,0.53322619995028
0.750563797924481,0.31636258809357587,0.5,0.007575757575757576,0.41768090331348295,0.5671571855718812
0.5,0.5,0.5,0.007575757575757576,0,0.5671571855718812
0.5,0.5,0.5,0.17424242424242425,0,0.5671571855718812
0.5,0.5,0.5,0.007575757575757576,0,0.5671571855718812
0.7857257106108045,0.4928143838968919,0.5,0.007575757575757576,0.22883290990167734,0.5857467981541818
0.5,0.5,0.5,0.007575757575757576,0,0.5857467981541818
0.49637919574884926,0.4985178733364159,0.5,0.3712121212121212,0.00008445963429656346,0.5860829977077051
0.5,0.5,0.5,0.015151515151515152,0,0.5860829977077051
0.26858714046797794,0.49313631118062085,0.5,0.007575757575757576,0.18547691879413786,0.6011505160328592
0.5,0.5,0.5,0.8484848484848485,0,0.6011505160328592
0.12882103000237022,0.5179805348825138,0.5,0.007575757575757576,0.29884926092431435,0.6254280204507199
0.5,0.5,0.5,0.12121212121212122,0,0.6254280204507199
0.5,0.5,0.5,0.3484848484848485,0,0.6254280204507199
0.5,0.5,0.5,0.007575757575757576,0,0.6254280204507199
0.9129390504857298,0.3532255022961712,0.5,0.007575757575757576,0.4413235361159983,0.6612796536942616
0.5,0.5,0.5,0.24242424242424243,0,0.6612796536942616
0.2932086922506999,0.4774761916520074,0.5,0.007575757575757576,0.17129477868939572,0.6751950628658487
0.5,0.5,0.5,0.48484848484848486,0,0.6751950628658487
0.5,0.5,0.5,0.015151515151515152,0,0.6751950628658487
0.24581614369844146,0.5009666779374404,0.5,0.007575757575757576,0.20318050275389465,0.6917007605475975
0.5,0.5,0.5,0.3484848484848485,0,0.6917007605475975
0.9604117805008627,0.5157570461917197,0.5,0.007575757575757576,0.3693525323734495,0.721705712571606
0.5,0.5,0.5,0.15151515151515152,0,0.721705712571606
0.5,0.5,0.5,0.22727272727272727,0,0.721705712571606
0.8160614451061545,0.5080232576200188,0.5,0.007575757575757576,0.25313768219891636,0.7422697627516316
0.5,0.5,0.5,0.4696969696969697,0,0.7422697627516316
0.5,0.5,0.5,0.015151515151515152,0,0.7422697627516316
0.2858859906616566,0.4664883820094024,0.5,0.007575757575757576,0.1837497214726673,0.757196969401017
0.5,0.5,0.5,0.5227272727272727,0,0.757196969401017
0.21749281889017252,0.49036559589005724,0.5,0.007575757575757576,0.22662774061017837,0.7756074414793361
0.5,0.5,0.5,0.36363636363636365,0,0.7756074414793361
0.16173096239302925,0.5269701551503653,0.5,0.007575757575757576,0.2756880178308224,0.7980034047490399
0.5,0.5,0.5,0.6212121212121212,0,0.7980034047490399
0.7825079891400735,0.4748341808981758,0.5,0.007575757575757576,0.23133024396131105,0.8167958923141265
0.5,0.5,0.5,0.49242424242424243,0,0.8167958923141265
0.2697933224380469,0.5076044368615634,0.5,0.007575757575757576,0.1846311153596263,0.8317947004254607
0.5,0.5,0.5,0.09090909090909091,0,0.8317947004254607
0.7977960457071632,0.49906573051540093,0.5,0.007575757575757576,0.23803824346018673,0.8511321232096115
0.5,0.5,0.5,0.48484848484848486,0,0.8511321232096115
0.7339878240201286,0.5193336417197582,0.5,0.007575757575757576,0.19096799135743445,0.8666457177204718
0.5,0.5,0.5,0.1590909090909091,0,0.8666457177204718
0.5,0.5,0.5,0.4772727272727273,0,0.8666457177204718
0.6863532393311002,0.5010632893109389,0.5,0.007575757575757576,0.1489688643646285,0.8787474450312577
0.5,0.5,0.5,0.49242424242424243,0,0.8787474450312577
0.23044715979440394,0.48498433242968014,0.5,0.007575757575757576,0.21753042392611383,0.8964188818337157
0.5,0.5,0.5,0.007575757575757576,0,0.8964188818337157
0.5,0.5,0.5,0.7272727272727273,0,0.8964188818337157
0.33344043532525913,0.499580847357747,0.5,0.007575757575757576,0.13313512041540954,0.9072343292738754
0.5,0.5,0.5,0.5,0,0.9072343292738754
0.2525746122697943,0.4918477225536414,0.5,0.007575757575757576,0.19843748921363336,0.923354720557939
0.5,0.5,0.5,0.48484848484848486,0,0.923354720557939
0.6040391981687963,0.50805568266705,0.5,0.007575757575757576,0.08469957511654573,0.9302354279176391
0.5,0.5,0.5,0.6287878787878788,0,0.9302354279176391
0.36900551366689927,0.49703544797741384,0.5,0.007575757575757576,0.10487208076771558,0.9387548814919053
0.5,0.5,0.5,0.6212121212121212,0,0.9387548814919053
0.9847928707698581,0.5137591555123842,0.5,0.007575757575757576,0.38847105324310477,0.9703129575672848
0.5,0.5,0.5,0.49242424242424243,0,0.9703129575672848
0.27397835970688805,0.4975511953989754,0.5,0.007575757575757576,0.18072714540305837,0.9849946203473084
0.5,0.5,0.5,0.7878787878787878,0,0.9849946203473084
0.2692299181693267,0.4951341852657666,0.5,0.007575757575757576,0.18471200918808353,1
0.5,0.5,0.5,0.49242424242424243,0,1
